context_id,claim_id,user_id,device_id,device_type,device_fingerprint,is_trusted_device,device_trust_score,os,browser,ip_address,geolocation_city,geolocation_state,geolocation_country,geolocation_distance_km,is_geolocation_anomaly,session_duration_seconds,form_fill_time_seconds,pages_visited,transaction_hour,transaction_day_of_week,is_unusual_time,days_since_last_claim,is_rapid_succession,claims_last_30_days,claims_last_90_days,captured_at
4f9b83a5-d7fb-4a9a-b768-704c3dc74b6d,0652104e-ad5d-444a-87cc-3a9430af3dfd,669e0d3e-2acc-40df-b3e6-514394c620d5,c6c1039d77158c12,desktop,c6c1039d77158c12,True,0.8078,iOS,Firefox,192.168.49.13,Dallas,TX,USA,18.41,False,101,51,11,12,2,False,2.0,True,1,1,2021-04-28 12:33:00
d42e0e6e-5a3d-4234-97f8-6ba4732a742b,5299eec7-ada2-4d8e-b58d-8a0ed7e77594,c275631f-5e38-4fc4-bc08-2afae5d72b4e,d15b9fe88f232270,desktop,d15b9fe88f232270,True,0.8744,macOS,Chrome,192.168.150.15,Dallas,TX,USA,42.22,False,94,36,8,9,4,False,7.0,False,2,3,2021-04-30 09:10:00
ad77b2f1-0f21-400d-ace3-f77b78cb6fe7,836b52f4-fe05-45f1-8bc8-dd59d4519b0c,3ecc8a43-d956-4ed4-87ac-6bff95ddcb6a,9bf2d47cb960d5cb,desktop,9bf2d47cb960d5cb,True,0.9172,macOS,Edge,192.168.4.153,Detroit,MI,USA,27.91,False,83,82,14,7,5,False,49.0,False,0,1,2021-05-01 07:03:00
77477bea-f401-45fb-90dc-60dee9185e14,36cb2871-d120-48ea-9ceb-8881e3e2a2fa,eb3251f2-9e8e-499b-b3e6-02d7ca88c460,62a0210a3aa70f9b,desktop,62a0210a3aa70f9b,True,0.8742,Linux,Edge,192.168.81.203,Baltimore,MD,USA,41.29,False,88,84,4,18,4,False,9.0,False,2,3,2021-05-07 18:30:00
47cb613b-258d-4523-98ee-7531baced92d,9f1daad7-0eff-4317-aba3-79dab4d18be3,bfff896b-499b-4c23-a5d2-c1628a1db8c6,1fb28bdb558efdf5,mobile,1fb28bdb558efdf5,True,0.9031,Android,Safari,192.168.81.86,Corpus Christi,TX,USA,32.03,False,68,90,14,11,0,False,,False,0,0,2021-05-10 11:59:00
d73c337d-8a5c-4d92-9c3e-600cf3b1aa7a,2f73e28e-6da7-47df-941f-55c80f6e6708,28c8b11d-d279-4174-b69c-2332437a0c1d,379b622ca81e38f2,mobile,379b622ca81e38f2,True,0.8755,Linux,Safari,192.168.20.32,Nashville,TN,USA,20.01,False,147,79,10,12,1,False,42.0,False,0,2,2021-05-11 12:53:00
b13ff5df-bbcd-41e8-97a1-f619d13c0df7,c275ecd7-db2d-4925-a986-3d7e5884c6b4,45bbe659-57a4-419c-af3d-ce3eb21d5871,ab596db1018fdb2f,desktop,ab596db1018fdb2f,True,0.8824,Android,Chrome,192.168.224.61,Lexington,KY,USA,16.19,False,112,67,6,20,1,False,37.0,False,0,1,2021-05-11 20:08:00
b652c338-c88b-409a-b416-4e7306671992,a3a50b01-0d85-4746-b711-bae507fda421,213f9df5-e1f6-4736-b600-001e0ff331b5,f75e2edb60fbbe14,desktop,f75e2edb60fbbe14,True,0.8337,Linux,Safari,192.168.35.231,Jacksonville,FL,USA,33.89,False,48,11,4,13,2,False,,False,0,0,2021-05-12 13:44:00
61a652fa-8648-4120-9031-442fcf552c47,192b4a9d-5862-4c8b-9ef8-181b34f6f617,452bf0b5-d0df-476f-aff5-c1a07d0d839b,8dde7e04cf9fd2aa,mobile,8dde7e04cf9fd2aa,True,0.9369,Linux,Firefox,192.168.253.222,Cleveland,OH,USA,49.61,False,139,87,10,16,2,False,,False,0,0,2021-05-12 16:36:00
14393cf5-723e-46de-a0f4-52bfe91dca8e,c73ecfce-e63e-438a-a81a-b0e7e9f5dfce,a6969eb8-9fe5-4314-a05b-b9358f8c2617,394d4db8b4b69680,mobile,394d4db8b4b69680,True,0.9385,Android,Chrome,192.168.84.46,Arlington,TX,USA,29.92,False,47,8,9,15,4,False,,False,0,0,2021-05-14 15:24:00
56af2967-a94f-4a64-baec-b594c45b0258,c2b59e4b-c332-451c-adcd-6621f6c8109f,d697ee57-e2db-4720-af73-7f52493edefd,474f104f93a91823,mobile,474f104f93a91823,True,0.9159,macOS,Safari,192.168.223.57,Portland,OR,USA,27.61,False,67,76,8,11,5,False,57.0,False,0,2,2021-05-15 11:22:00
313c5e8d-1989-472d-9d34-ed746fb4cb1e,f8223193-b260-4bf7-bd85-c416ccdeb8eb,cbcb7edf-6da5-4b1f-b36a-c216c2db3bb0,2f0139b6f2e5e80a,desktop,2f0139b6f2e5e80a,True,0.9135,Windows,Safari,192.168.18.176,Arlington,TX,USA,25.41,False,108,86,11,14,5,False,,False,0,0,2021-05-15 14:45:00
b31e6484-74cd-4f0a-9545-d9a4147cb771,9b228d1e-c3c8-49be-9390-d63cfcfbd05c,40b71de2-3026-499f-a913-2179280a4e48,798b1982d5a31f11,mobile,798b1982d5a31f11,True,0.8943,Windows,Safari,192.168.192.60,Detroit,MI,USA,41.67,False,92,60,4,16,6,False,,False,0,0,2021-05-16 16:11:00
1b9d57f6-a0a9-4884-a0db-fda48dc3f9bf,3bc271b7-aac1-4242-bc8c-4623aa2b671d,bdd8f285-f137-4477-a611-c0407380b410,434bed78b5b8e82f,mobile,434bed78b5b8e82f,True,0.8743,iOS,Edge,192.168.86.86,Plano,TX,USA,26.67,False,94,50,5,8,0,False,,False,0,0,2021-05-17 08:20:00
44a25c90-6a24-44c4-8e37-c495d2b7855b,2a29dfc1-6895-491d-8c99-1aaec0f606b9,a6969eb8-9fe5-4314-a05b-b9358f8c2617,394d4db8b4b69680,mobile,394d4db8b4b69680,True,0.8703,iOS,Edge,192.168.190.142,Arlington,TX,USA,28.94,False,81,94,13,9,1,False,3.0,True,1,1,2021-05-18 09:04:00
1b2796e5-1660-4bdb-9f11-008fcad51ad7,75831343-c3af-4c67-b09a-952b480b13cc,eb73c5ee-cb32-4eb4-bdda-f1e3f3f44ceb,2b689e452f120896,mobile,2b689e452f120896,True,0.8463,macOS,Chrome,192.168.69.188,Corpus Christi,TX,USA,7.21,False,139,36,9,16,1,False,33.0,False,0,2,2021-05-18 16:34:00
226a787f-58a9-4fc5-a71e-2bc23e3587b4,c9692f4f-8a2e-470f-84f2-4b828c4aa5cd,a8b1d73b-f582-4809-8248-db4f50ade3e1,b67c961fb7f8744f,mobile,b67c961fb7f8744f,True,0.9038,iOS,Chrome,192.168.75.164,Portland,OR,USA,4.24,False,111,94,5,18,3,False,32.0,False,0,5,2021-05-20 18:48:00
78687448-d867-4320-b569-4cbaa00ef615,e8cc2c4e-4dd4-4b17-a131-a77febc2de37,f1064aec-282f-4820-b6c3-69aa9d087a74,3ea4d79aa501d08a,desktop,3ea4d79aa501d08a,True,0.8995,Windows,Edge,192.168.90.110,Plano,TX,USA,15.14,False,145,87,13,22,3,False,,False,0,0,2021-05-20 22:33:00
abeec592-f6ee-48a7-8a33-006fbba01c28,af3b2662-7853-4460-beac-9b9e48d3a3ba,a8b1d73b-f582-4809-8248-db4f50ade3e1,b67c961fb7f8744f,mobile,b67c961fb7f8744f,True,0.8233,Windows,Firefox,192.168.26.120,Portland,OR,USA,15.21,False,95,44,13,7,4,False,0.0,True,1,6,2021-05-21 07:23:00
142b86da-5a8c-4e51-8bf3-d79a2196f744,047f7df8-93c5-44d2-9c29-3c8f24c27b1b,3ecc8a43-d956-4ed4-87ac-6bff95ddcb6a,148745c88cef8820,mobile,148745c88cef8820,True,0.9127,macOS,Firefox,192.168.189.43,Detroit,MI,USA,49.31,False,185,263,11,6,5,False,20.0,False,1,2,2021-05-22 06:03:00
feec46e5-0da1-4c09-83ff-d823c44dd2d0,3d3fd8be-a30c-4f14-98c4-dbaa8b74d1a2,3ecc8a43-d956-4ed4-87ac-6bff95ddcb6a,9bf2d47cb960d5cb,desktop,9bf2d47cb960d5cb,True,0.9435,iOS,Chrome,192.168.85.59,Detroit,MI,USA,2.22,False,48,13,14,9,5,False,0.0,True,2,3,2021-05-22 09:22:00
e5c28c33-204c-4ac0-89de-c664231ffbf2,80bc821e-e684-417c-a9bb-84310812ceb0,b8b047b6-2537-4d8b-8329-d16dc55d252b,64630167cc76b0f9,desktop,64630167cc76b0f9,True,0.8095,Android,Edge,192.168.236.195,St. Louis,MO,USA,4.5,False,138,43,7,11,6,False,44.0,False,0,1,2021-05-23 11:20:00
d7ac84f7-dd0e-4eb2-bde9-a00770c804b0,9d45b91f-2637-4e55-aebd-0b78f11698db,142222c7-c23b-4a65-a1aa-bd6075993bc9,e87d6898a1c4bcc2,mobile,e87d6898a1c4bcc2,True,0.9264,iOS,Safari,192.168.178.38,Sacramento,CA,USA,25.83,False,26,12,12,14,6,False,33.0,False,0,4,2021-05-23 14:23:00
36f68dfb-db2a-4fe9-b13b-7f33fa8b8007,6e39213b-a9fd-4af9-83f9-3e696d94ce04,1e2d89bd-19e3-4ea9-ada4-c83edd2d83db,c3150e782bc01a0f,desktop,c3150e782bc01a0f,True,0.9553,iOS,Edge,192.168.90.118,Chandler,AZ,USA,27.68,False,79,47,3,6,0,False,,False,0,0,2021-05-24 06:28:00
2c24317f-2077-42f6-bde6-aa0d366105f5,d8ad23d6-66f6-4e94-bc9d-c8a88e6d6177,142222c7-c23b-4a65-a1aa-bd6075993bc9,e87d6898a1c4bcc2,mobile,e87d6898a1c4bcc2,True,0.8574,macOS,Edge,192.168.224.235,Sacramento,CA,USA,44.8,False,123,63,6,8,0,False,0.0,True,1,5,2021-05-24 08:34:00
9deef3ba-c919-4590-a290-554b27bd5eb4,14796636-7c39-4b41-bf85-e379f0519f7e,142222c7-c23b-4a65-a1aa-bd6075993bc9,e87d6898a1c4bcc2,mobile,e87d6898a1c4bcc2,True,0.8607,iOS,Chrome,192.168.53.165,Sacramento,CA,USA,21.88,False,394,294,13,17,1,False,1.0,True,2,6,2021-05-25 17:42:00
a9d8a077-8631-4ddd-ad70-11a5e09d70d5,be3165ea-17f9-4d3d-ab2c-f8a25c642bd2,068e4ce1-28bd-4dc4-add2-2290c480a8ef,b8898d117f6ece9c,mobile,b8898d117f6ece9c,True,0.9356,Linux,Firefox,192.168.45.133,Portland,OR,USA,21.06,False,137,71,4,11,2,False,,False,0,0,2021-05-26 11:31:00
63d2ae25-f9e2-43e2-b064-d00169af4d4d,f067dbb5-1884-46d2-ac4b-756760dde450,bf9739e2-64e1-4b72-a90b-f1daa80c8a4a,2a7530777993eb41,mobile,2a7530777993eb41,True,0.8013,iOS,Chrome,192.168.156.103,New Orleans,LA,USA,14.57,False,125,39,6,13,2,False,56.0,False,0,1,2021-05-26 13:49:00
d85302fe-9875-416d-a848-43c6d39ec563,8245f9f7-50f8-4a16-9b6b-cde2e7423ace,d5a3f283-10d7-4bfb-bb90-fc46121df53e,757a68bedde19677,mobile,757a68bedde19677,True,0.8291,iOS,Edge,192.168.84.153,Seattle,WA,USA,22.48,False,74,88,9,10,5,False,,False,0,0,2021-05-29 10:18:00
76a0c129-e07c-46c2-a0f4-2f7f5dd7318b,0be409ff-26a1-43e6-809e-8987aabeac35,068e4ce1-28bd-4dc4-add2-2290c480a8ef,b8898d117f6ece9c,mobile,b8898d117f6ece9c,True,0.8019,macOS,Chrome,192.168.32.218,Portland,OR,USA,30.31,False,118,81,8,21,5,False,3.0,True,1,1,2021-05-29 21:25:00
f57a221a-01b0-4d03-bab8-9dc0c9c8f848,dc44b92e-b33c-4eaa-8597-75c2fd1b81a8,1ab5b1df-b61d-4eb5-b079-7d5e98b8f7fe,02db0fd990b77811,mobile,02db0fd990b77811,True,0.9384,Android,Chrome,192.168.215.244,Madison,WI,USA,39.18,False,47,11,12,9,6,False,,False,0,0,2021-05-30 09:23:00
70fd6a63-d636-4eaf-a3ee-74a3a8714aba,01b9d744-5484-458c-83aa-066cd9691e42,3d6aabba-1c6e-45c7-93d1-2d7cef28daa2,20e79de88c4da5b7,mobile,20e79de88c4da5b7,True,0.8444,Android,Chrome,192.168.186.220,Chicago,IL,USA,0.73,False,258,320,5,12,6,False,50.0,False,0,2,2021-05-30 12:18:00
2b23dbc0-9ad9-4bc0-afb4-d4c0ba8ccb56,e3d80e10-1c90-473e-a9b9-a0f964016dda,5e500da3-d4c6-497e-932a-1a5a346ceb01,7618fa7c4be4773e,mobile,7618fa7c4be4773e,True,0.9578,iOS,Firefox,192.168.149.160,Albuquerque,NM,USA,48.86,False,74,39,6,6,0,False,,False,0,0,2021-05-31 06:24:00
7c8e0b0d-f4ce-464b-aea1-42e0ace27514,fc6c961e-9ae9-47b7-9bbc-8b98d2d03f47,8ac5d611-0137-492e-b8d7-cbadfb5f24ac,eff2001be6402290,mobile,eff2001be6402290,True,0.9818,Windows,Edge,192.168.13.168,Chandler,AZ,USA,31.48,False,124,38,3,14,0,False,42.0,False,0,2,2021-05-31 14:10:00
5f35c32d-e9c3-4818-975d-cb84cb566e68,a1619ca3-7c87-4f8d-8af9-1b3675effca4,e3e17da6-a880-45ff-bcaa-0148884e625b,3f7d9843af87e79e,mobile,3f7d9843af87e79e,True,0.8736,iOS,Edge,192.168.6.97,Houston,TX,USA,17.46,False,109,60,4,22,0,False,,False,0,0,2021-05-31 22:15:00
92847b10-8391-4523-917a-a8c54dcbce71,14bda7d5-8027-4477-8027-6f40d151d7b1,eb3251f2-9e8e-499b-b3e6-02d7ca88c460,1964b9b8af0cd074,desktop,1964b9b8af0cd074,True,0.9694,Linux,Edge,192.168.34.234,Baltimore,MD,USA,7.03,False,148,60,7,22,0,False,24.0,False,1,4,2021-05-31 22:45:00
