claim_id,user_id,claim_number,claim_type,claim_amount,incident_date,claim_description,supporting_documents_count,claim_status,submitted_at,processed_at,is_fraudulent,fraud_type,fraud_confidence_score,approval_status,rejection_reason,approved_amount
38db820a-6b55-4bba-b890-43dbb649cef8,28c8b11d-d279-4174-b69c-2332437a0c1d,CLM-00001180,other,228.98,2021-02-03,Legal defense costs for liability claim,2,approved,2021-03-30 06:25:00,2021-04-11 06:25:00,False,,0.10465846401199477,approved,,217.53
876ad98a-a368-4849-83ce-beb2ff8ab86a,142222c7-c23b-4a65-a1aa-bd6075993bc9,CLM-00004853,accident,1217.13,2021-03-25,"Multi-vehicle pileup on icy road, extensive front and side damage",1,approved,2021-03-31 06:44:00,2021-04-06 06:44:00,False,,0.12093066007796027,approved,,1156.28
195a0971-d9af-41e4-87e6-8ca4e3c6bb08,bf9739e2-64e1-4b72-a90b-f1daa80c8a4a,CLM-00005077,accident,4546.4,2021-03-02,"Collision with deer on rural road, front end damage",5,under_review,2021-03-31 12:01:00,2021-04-04 12:01:00,True,exaggerated,0.863628442417836,under_review,,
ddc82f34-396c-4d3e-9151-98f32cab7426,fb56e8fd-9e2b-491f-bbfd-a7869c65a50d,CLM-00004340,medical,17564.44,2021-02-16,Emergency room visit for chest pain and cardiac evaluation,4,approved,2021-03-31 15:48:00,2021-04-01 15:48:00,False,,0.030333487605896464,approved,,16686.22
8986c258-b245-4a9e-8aa8-daaaefa79361,d9af0ff2-aa44-4579-9e4b-25d9a4f1daf2,CLM-00008860,accident,1884.15,2021-03-18,"Rear-ended at traffic light, significant damage to rear bumper and trunk",2,under_review,2021-04-01 06:24:00,2021-04-14 06:24:00,False,,0.11870678066177762,under_review,,
99ddfc4d-0aa3-4670-b1a9-76aa3ddf23a6,db5467e7-13d4-4802-9944-edb681ab26eb,CLM-00010116,property_damage,1370.6,2021-02-23,"Tree fell on garage during storm, structural damage",5,approved,2021-04-02 21:40:00,2021-04-04 21:40:00,False,,0.18217896542202217,approved,,1302.07
19eb3620-eb37-4888-aeaa-0f439d9cbf46,45bbe659-57a4-419c-af3d-ce3eb21d5871,CLM-00005989,theft,118.15,2021-03-20,"Catalytic converter stolen from vehicle, requires replacement",2,pending,2021-04-04 07:17:00,,False,,0.22265190249682784,,,
321e66c3-a726-43a8-a41f-1431f7e46cf6,eb3251f2-9e8e-499b-b3e6-02d7ca88c460,CLM-00005400,other,81.9,2021-04-05,Damage to property from contractor negligence,5,approved,2021-04-06 06:46:00,2021-04-14 06:46:00,False,,0.09045466622682052,approved,,77.8
8e552b49-2f1c-4490-a119-76cb12fce5a5,142222c7-c23b-4a65-a1aa-bd6075993bc9,CLM-00004859,accident,10716.44,2021-02-21,"Multi-vehicle pileup on icy road, extensive front and side damage",1,under_review,2021-04-07 11:54:00,2021-04-19 11:54:00,True,duplicate,0.8560457276270294,under_review,,
86f2fb27-40e6-4c18-ac77-88198ff16034,b8b047b6-2537-4d8b-8329-d16dc55d252b,CLM-00001959,other,247.02,2021-02-22,Personal liability claim from slip and fall on property,3,approved,2021-04-09 09:06:00,2021-04-19 09:06:00,False,,0.13740424836785672,approved,,234.66
df19bc4e-f359-4d32-8320-425743c94459,a8b1d73b-f582-4809-8248-db4f50ade3e1,CLM-00001069,theft,1420.2,2021-02-24,Tools and equipment stolen from garage,3,approved,2021-04-09 11:25:00,2021-04-21 11:25:00,False,,0.1673225595382965,approved,,1349.19
2e63bb0e-c4f7-47fb-879f-dd793956bdc8,3d6aabba-1c6e-45c7-93d1-2d7cef28daa2,CLM-00005939,other,1499.7,2021-03-08,Personal liability claim from slip and fall on property,4,approved,2021-04-09 16:23:00,2021-04-21 16:23:00,False,,0.237399808889365,approved,,1424.72
ef9ed82f-e537-47c2-b38a-e3357b047850,c275631f-5e38-4fc4-bc08-2afae5d72b4e,CLM-00003153,accident,659.23,2021-03-01,"Hit by shopping cart in parking lot, minor dent and paint damage",2,under_review,2021-04-11 19:14:00,2021-04-23 19:14:00,False,,0.12686108113457462,under_review,,
64cd6022-fc6c-4cf1-b20f-82b4a04fdba8,d594774a-cdd5-4479-8702-70389f8bba07,CLM-00002524,property_damage,619.12,2021-03-22,"Water damage from burst pipe in basement, flooring and drywall affected",3,approved,2021-04-13 19:43:00,2021-04-21 19:43:00,False,,0.12008309845226048,approved,,588.17
a1f20f9c-65cc-493a-9b58-e6aa555cd2a2,142222c7-c23b-4a65-a1aa-bd6075993bc9,CLM-00004862,accident,6506.84,2021-04-03,"Hit by shopping cart in parking lot, minor dent and paint damage",1,pending,2021-04-13 22:24:00,,False,,0.11331403409398821,,,
d40e4313-8af8-42a2-9ece-e53aa77a59e2,eb73c5ee-cb32-4eb4-bdda-f1e3f3f44ceb,CLM-00004589,property_damage,2208.7,2021-03-05,"Water damage from burst pipe in basement, flooring and drywall affected",1,under_review,2021-04-15 08:39:00,2021-04-20 08:39:00,True,out_of_pattern,0.8600533875531624,under_review,,
2dbdc734-2b87-48c8-bcee-53ab243284a4,8ac5d611-0137-492e-b8d7-cbadfb5f24ac,CLM-00005929,property_damage,1057.39,2021-03-16,Wind damage to roof shingles during severe storm,3,pending,2021-04-16 11:50:00,,False,,0.12043518481728585,,,
cc3e4e97-2a48-4835-97d2-e686238102a6,a8b1d73b-f582-4809-8248-db4f50ade3e1,CLM-00001055,theft,642.4,2021-02-17,"Jewelry stolen during vacation, police report filed",5,pending,2021-04-18 11:43:00,,False,,0.16099194153558702,,,
16ac6b97-1838-4684-8387-a120a61b3b80,8ba3de0e-242e-462f-8f1b-8b37320fadbe,CLM-00003638,medical,2650.16,2021-03-16,Physical therapy sessions for lower back injury,5,approved,2021-04-18 17:25:00,2021-05-02 17:25:00,False,,0.21751558798795323,approved,,2517.65
d17de9ec-d32f-4e64-ba31-924eebf4aac8,eb3251f2-9e8e-499b-b3e6-02d7ca88c460,CLM-00005407,other,54.34,2021-04-02,Legal defense costs for liability claim,5,approved,2021-04-19 10:07:00,2021-04-30 10:07:00,False,,0.09952369493662294,approved,,51.62
34b5ac0c-2eb9-495e-acb1-3b8997825a91,8ac5d611-0137-492e-b8d7-cbadfb5f24ac,CLM-00005931,property_damage,1006.19,2021-03-06,"Tree fell on garage during storm, structural damage",3,approved,2021-04-19 13:36:00,2021-04-22 13:36:00,True,duplicate,0.7342118202959326,approved,,955.88
cab00831-033d-4459-b83f-86c03c82adb5,142222c7-c23b-4a65-a1aa-bd6075993bc9,CLM-00004858,accident,1425.18,2021-03-30,"Collision with deer on rural road, front end damage",3,pending,2021-04-19 22:35:00,,False,,0.06414425502528312,,,
5cd5c11a-398c-44a0-9c6c-b4113ea416b7,c275631f-5e38-4fc4-bc08-2afae5d72b4e,CLM-00003158,theft,2423.67,2021-04-13,"Jewelry stolen during vacation, police report filed",3,approved,2021-04-23 06:00:00,2021-05-04 06:00:00,False,,0.22493960158044454,approved,,2302.49
2fadfbf7-5a6c-4b4c-a3a1-cbdcbd22279d,b710d2fa-c207-4b81-8638-7bf034ed6d18,CLM-00007207,medical,4761.01,2021-04-05,"Treatment for broken arm from fall, includes X-rays and casting",5,pending,2021-04-26 06:17:00,,False,,0.17377659590388966,,,
a430df25-fceb-4084-858e-659e56e3a183,669e0d3e-2acc-40df-b3e6-514394c620d5,CLM-00006858,theft,481.67,2021-04-16,"Jewelry stolen during vacation, police report filed",2,approved,2021-04-26 09:41:00,2021-04-27 09:41:00,False,,0.07201854131449739,approved,,457.59
eaa39544-a667-46e8-a6b2-76cc2d9b2130,eb3251f2-9e8e-499b-b3e6-02d7ca88c460,CLM-00005390,other,74.06,2021-04-10,Damage to property from contractor negligence,5,pending,2021-04-28 12:01:00,,False,,0.23835723125923627,,,
0652104e-ad5d-444a-87cc-3a9430af3dfd,669e0d3e-2acc-40df-b3e6-514394c620d5,CLM-00006859,theft,70.81,2021-04-15,"Jewelry stolen during vacation, police report filed",3,pending,2021-04-28 12:33:00,,False,,0.23003782822654803,,,
5299eec7-ada2-4d8e-b58d-8a0ed7e77594,c275631f-5e38-4fc4-bc08-2afae5d72b4e,CLM-00003150,accident,5292.12,2021-03-19,"Side-swiped while changing lanes on highway, damage to passenger side doors",3,pending,2021-04-30 09:10:00,,False,,0.1612670767329561,,,
836b52f4-fe05-45f1-8bc8-dd59d4519b0c,3ecc8a43-d956-4ed4-87ac-6bff95ddcb6a,CLM-00003373,other,93.63,2021-04-12,Personal liability claim from slip and fall on property,3,pending,2021-05-01 07:03:00,,False,,0.14650963907780729,,,
36cb2871-d120-48ea-9ceb-8881e3e2a2fa,eb3251f2-9e8e-499b-b3e6-02d7ca88c460,CLM-00005404,other,260.19,2021-04-26,Lost personal items during travel,2,pending,2021-05-07 18:30:00,,False,,0.11874020581630365,,,
9f1daad7-0eff-4317-aba3-79dab4d18be3,bfff896b-499b-4c23-a5d2-c1628a1db8c6,CLM-00001619,medical,2165.03,2021-05-10,Surgical procedure for torn ACL from sports injury,4,approved,2021-05-10 11:59:00,2021-05-11 11:59:00,False,,0.14099136466413292,approved,,2056.78
2f73e28e-6da7-47df-941f-55c80f6e6708,28c8b11d-d279-4174-b69c-2332437a0c1d,CLM-00001182,other,95.3,2021-04-28,Damage to fence from neighbor's tree,1,approved,2021-05-11 12:53:00,2021-05-19 12:53:00,False,,0.1513631915344794,approved,,90.53
c275ecd7-db2d-4925-a986-3d7e5884c6b4,45bbe659-57a4-419c-af3d-ce3eb21d5871,CLM-00005984,theft,261.96,2021-05-11,"Vehicle stolen from driveway overnight, recovered by police damaged",5,approved,2021-05-11 20:08:00,2021-05-20 20:08:00,False,,0.21976710497921353,approved,,248.86
a3a50b01-0d85-4746-b711-bae507fda421,213f9df5-e1f6-4736-b600-001e0ff331b5,CLM-00007070,other,0.0,2021-04-03,Legal defense costs for liability claim,2,under_review,2021-05-12 13:44:00,2021-05-26 13:44:00,True,staged,0.9721399957660668,under_review,,
192b4a9d-5862-4c8b-9ef8-181b34f6f617,452bf0b5-d0df-476f-aff5-c1a07d0d839b,CLM-00001870,property_damage,60.52,2021-04-07,Hail damage to roof and siding,2,pending,2021-05-12 16:36:00,,False,,0.052939023375059235,,,
c73ecfce-e63e-438a-a81a-b0e7e9f5dfce,a6969eb8-9fe5-4314-a05b-b9358f8c2617,CLM-00009630,medical,2520.91,2021-04-01,"Treatment for broken arm from fall, includes X-rays and casting",4,under_review,2021-05-14 15:24:00,2021-05-19 15:24:00,True,exaggerated,0.9347201781646564,under_review,,
c2b59e4b-c332-451c-adcd-6621f6c8109f,d697ee57-e2db-4720-af73-7f52493edefd,CLM-00006397,other,151.11,2021-04-28,Legal defense costs for liability claim,4,approved,2021-05-15 11:22:00,2021-05-21 11:22:00,False,,0.04310106816901929,approved,,143.55
f8223193-b260-4bf7-bd85-c416ccdeb8eb,cbcb7edf-6da5-4b1f-b36a-c216c2db3bb0,CLM-00000683,accident,1227.72,2021-04-15,"Hit by shopping cart in parking lot, minor dent and paint damage",5,approved,2021-05-15 14:45:00,2021-05-22 14:45:00,False,,0.18156064712684272,approved,,1166.34
9b228d1e-c3c8-49be-9390-d63cfcfbd05c,40b71de2-3026-499f-a913-2179280a4e48,CLM-00002991,property_damage,10712.39,2021-04-10,"Fire damage to kitchen from electrical fault, requires renovation",5,approved,2021-05-16 16:11:00,2021-05-26 16:11:00,False,,0.17478785691806664,approved,,10176.77
3bc271b7-aac1-4242-bc8c-4623aa2b671d,bdd8f285-f137-4477-a611-c0407380b410,CLM-00001343,theft,1946.23,2021-04-10,"Catalytic converter stolen from vehicle, requires replacement",3,approved,2021-05-17 08:20:00,2021-05-22 08:20:00,False,,0.08757576380324358,approved,,1848.92
2a29dfc1-6895-491d-8c99-1aaec0f606b9,a6969eb8-9fe5-4314-a05b-b9358f8c2617,CLM-00009627,medical,756.5,2021-05-07,"Treatment for broken arm from fall, includes X-rays and casting",2,approved,2021-05-18 09:04:00,2021-05-25 09:04:00,False,,0.10482723066813276,approved,,718.67
75831343-c3af-4c67-b09a-952b480b13cc,eb73c5ee-cb32-4eb4-bdda-f1e3f3f44ceb,CLM-00004594,other,953.02,2021-04-11,Lost personal items during travel,4,pending,2021-05-18 16:34:00,,False,,0.14940895300482582,,,
c9692f4f-8a2e-470f-84f2-4b828c4aa5cd,a8b1d73b-f582-4809-8248-db4f50ade3e1,CLM-00001068,property_damage,8208.54,2021-04-06,Hail damage to roof and siding,2,approved,2021-05-20 18:48:00,2021-05-28 18:48:00,False,,0.009404869387888565,approved,,7798.12
e8cc2c4e-4dd4-4b17-a131-a77febc2de37,f1064aec-282f-4820-b6c3-69aa9d087a74,CLM-00002128,accident,1021.53,2021-04-21,"Collision with deer on rural road, front end damage",5,pending,2021-05-20 22:33:00,,False,,0.013914726689291557,,,
af3b2662-7853-4460-beac-9b9e48d3a3ba,a8b1d73b-f582-4809-8248-db4f50ade3e1,CLM-00001062,property_damage,1141.6,2021-04-16,Wind damage to roof shingles during severe storm,3,pending,2021-05-21 07:23:00,,False,,0.014982608279722948,,,
047f7df8-93c5-44d2-9c29-3c8f24c27b1b,3ecc8a43-d956-4ed4-87ac-6bff95ddcb6a,CLM-00003370,other,700.76,2021-05-13,Damage to property from contractor negligence,3,approved,2021-05-22 06:03:00,2021-05-23 06:03:00,True,out_of_pattern,0.7482071322351853,approved,,665.72
3d3fd8be-a30c-4f14-98c4-dbaa8b74d1a2,3ecc8a43-d956-4ed4-87ac-6bff95ddcb6a,CLM-00003371,other,0.0,2021-03-24,Damage to fence from neighbor's tree,2,under_review,2021-05-22 09:22:00,2021-06-03 09:22:00,True,staged,0.8796844603710403,under_review,,
80bc821e-e684-417c-a9bb-84310812ceb0,b8b047b6-2537-4d8b-8329-d16dc55d252b,CLM-00001958,other,257.81,2021-05-09,Damage to fence from neighbor's tree,4,pending,2021-05-23 11:20:00,,False,,0.03452786993625251,,,
9d45b91f-2637-4e55-aebd-0b78f11698db,142222c7-c23b-4a65-a1aa-bd6075993bc9,CLM-00004860,accident,5396.61,2021-05-05,"Side-swiped while changing lanes on highway, damage to passenger side doors",2,rejected,2021-05-23 14:23:00,2021-05-25 14:23:00,True,exaggerated,0.9101995403377897,rejected,Suspected fraud,
6e39213b-a9fd-4af9-83f9-3e696d94ce04,1e2d89bd-19e3-4ea9-ada4-c83edd2d83db,CLM-00004454,accident,612.69,2021-05-16,"Hit by shopping cart in parking lot, minor dent and paint damage",5,under_review,2021-05-24 06:28:00,2021-05-30 06:28:00,False,,0.0984890860894462,under_review,,
d8ad23d6-66f6-4e94-bc9d-c8a88e6d6177,142222c7-c23b-4a65-a1aa-bd6075993bc9,CLM-00004869,accident,1343.62,2021-04-16,"Collision with deer on rural road, front end damage",4,under_review,2021-05-24 08:34:00,2021-05-25 08:34:00,False,,0.05845316347748372,under_review,,
14796636-7c39-4b41-bf85-e379f0519f7e,142222c7-c23b-4a65-a1aa-bd6075993bc9,CLM-00004863,accident,4377.4,2021-03-26,"Hit by shopping cart in parking lot, minor dent and paint damage",2,approved,2021-05-25 17:42:00,2021-05-30 17:42:00,True,out_of_pattern,0.7085603724128047,approved,,4158.53
be3165ea-17f9-4d3d-ab2c-f8a25c642bd2,068e4ce1-28bd-4dc4-add2-2290c480a8ef,CLM-00001276,accident,418.52,2021-04-29,"Multi-vehicle pileup on icy road, extensive front and side damage",1,approved,2021-05-26 11:31:00,2021-05-31 11:31:00,False,,0.2280937228791317,approved,,397.59
f067dbb5-1884-46d2-ac4b-756760dde450,bf9739e2-64e1-4b72-a90b-f1daa80c8a4a,CLM-00005079,accident,1258.4,2021-04-17,"Collision with deer on rural road, front end damage",4,approved,2021-05-26 13:49:00,2021-06-08 13:49:00,False,,0.1068188860595882,approved,,1195.48
8245f9f7-50f8-4a16-9b6b-cde2e7423ace,d5a3f283-10d7-4bfb-bb90-fc46121df53e,CLM-00007370,theft,2409.7,2021-05-13,"Vehicle stolen from driveway overnight, recovered by police damaged",5,approved,2021-05-29 10:18:00,2021-06-03 10:18:00,False,,0.24731972859996604,approved,,2289.22
0be409ff-26a1-43e6-809e-8987aabeac35,068e4ce1-28bd-4dc4-add2-2290c480a8ef,CLM-00001279,accident,915.69,2021-04-29,"Multi-vehicle pileup on icy road, extensive front and side damage",2,pending,2021-05-29 21:25:00,,False,,0.09567657129750068,,,
dc44b92e-b33c-4eaa-8597-75c2fd1b81a8,1ab5b1df-b61d-4eb5-b079-7d5e98b8f7fe,CLM-00000179,theft,2853.81,2021-05-10,Laptop and electronics stolen during home break-in [Requires additional verification and documentation],1,approved,2021-05-30 09:23:00,2021-06-12 09:23:00,True,exaggerated,0.712401961762986,approved,,2711.12
01b9d744-5484-458c-83aa-066cd9691e42,3d6aabba-1c6e-45c7-93d1-2d7cef28daa2,CLM-00005937,other,1000.0,2021-04-28,Damage to property from contractor negligence,0,pending,2021-05-30 12:18:00,,True,staged,0.8810094590950686,,,
e3d80e10-1c90-473e-a9b9-a0f964016dda,5e500da3-d4c6-497e-932a-1a5a346ceb01,CLM-00005240,accident,239.69,2021-05-06,"Side-swiped while changing lanes on highway, damage to passenger side doors",1,approved,2021-05-31 06:24:00,2021-06-08 06:24:00,False,,0.10253975935901355,approved,,227.71
fc6c961e-9ae9-47b7-9bbc-8b98d2d03f47,8ac5d611-0137-492e-b8d7-cbadfb5f24ac,CLM-00005926,theft,278.63,2021-05-01,Tools and equipment stolen from garage,2,pending,2021-05-31 14:10:00,,False,,0.13229855421406667,,,
a1619ca3-7c87-4f8d-8af9-1b3675effca4,e3e17da6-a880-45ff-bcaa-0148884e625b,CLM-00002182,accident,800.32,2021-04-15,"Rear-ended at traffic light, significant damage to rear bumper and trunk",1,pending,2021-05-31 22:15:00,,False,,0.005079762213806349,,,
14bda7d5-8027-4477-8027-6f40d151d7b1,eb3251f2-9e8e-499b-b3e6-02d7ca88c460,CLM-00005394,other,1753.4,2021-05-20,Personal liability claim from slip and fall on property,1,approved,2021-05-31 22:45:00,2021-06-11 22:45:00,False,,0.05061528810484239,approved,,1665.73
f08ef4da-92bf-445a-a007-62b0b88d82dc,eb3251f2-9e8e-499b-b3e6-02d7ca88c460,CLM-00005406,other,145.83,2021-04-25,Legal defense costs for liability claim,2,pending,2021-06-01 06:44:00,,True,identity_theft,0.8055097895291493,,,
7a7a7c5b-c5da-4521-9f65-1f7aa13eb93b,d32777d2-a203-43e6-a574-d91ddd08f9bb,CLM-00007148,accident,8889.5,2021-04-16,"Hit by shopping cart in parking lot, minor dent and paint damage",5,pending,2021-06-01 17:27:00,,False,,0.12647408970834617,,,
fa4cd9ef-78b0-4a8e-87bf-ecda093dad5b,c275631f-5e38-4fc4-bc08-2afae5d72b4e,CLM-00003154,accident,890.88,2021-05-06,"Side-swiped while changing lanes on highway, damage to passenger side doors",5,approved,2021-06-01 21:41:00,2021-06-04 21:41:00,False,,0.15574745552655267,approved,,846.34
cccf7151-3fa2-4009-99e3-ca0e43e0dff0,213f9df5-e1f6-4736-b600-001e0ff331b5,CLM-00007074,other,328.77,2021-04-16,Damage to fence from neighbor's tree,2,pending,2021-06-03 11:35:00,,False,,0.2042134870385911,,,
5c860859-daf5-481c-b6d6-3def2c27435b,142222c7-c23b-4a65-a1aa-bd6075993bc9,CLM-00004865,other,4492.74,2021-04-14,Damage to property from contractor negligence,2,approved,2021-06-04 12:45:00,2021-06-14 12:45:00,False,,0.0397103696128398,approved,,4268.11
e7fa73da-f652-4083-baac-1c7d3a61e7ed,eb3251f2-9e8e-499b-b3e6-02d7ca88c460,CLM-00005408,other,290.77,2021-04-27,Personal liability claim from slip and fall on property,4,approved,2021-06-06 21:40:00,2021-06-08 21:40:00,True,exaggerated,0.7787824528974703,approved,,276.23
d9bccf99-1e87-4b4f-9d02-4fc135977963,fd96fdb7-a42f-4e40-8b66-d86a5e9ffda3,CLM-00004971,medical,1776.05,2021-05-30,Surgical procedure for torn ACL from sports injury,4,approved,2021-06-07 15:19:00,2021-06-10 15:19:00,False,,0.2077436325237503,approved,,1687.25
4d999bab-b91b-4fd7-8082-9da58573b5aa,fb56e8fd-9e2b-491f-bbfd-a7869c65a50d,CLM-00004342,medical,730.92,2021-04-27,Physical therapy sessions for lower back injury,1,approved,2021-06-12 11:36:00,2021-06-22 11:36:00,False,,0.05093134607493047,approved,,694.38
475694a4-87b0-4e1c-af3f-ab15ff519902,c275631f-5e38-4fc4-bc08-2afae5d72b4e,CLM-00003155,accident,1459.11,2021-06-02,"Multi-vehicle pileup on icy road, extensive front and side damage",1,under_review,2021-06-13 14:02:00,2021-06-19 14:02:00,False,,0.06828725966048366,under_review,,
bb57c8c8-fb7d-4ec7-b713-8381c1e06f3d,e2890e02-b12c-4a48-a231-4a5648174ce8,CLM-00004991,medical,4451.5,2021-06-12,Surgical procedure for torn ACL from sports injury,1,under_review,2021-06-14 12:31:00,2021-06-21 12:31:00,False,,0.22319727586859492,under_review,,
675ea54e-fd93-4014-86fb-d7ccc2422c22,068e4ce1-28bd-4dc4-add2-2290c480a8ef,CLM-00001277,accident,4684.44,2021-06-09,"Multi-vehicle pileup on icy road, extensive front and side damage",1,pending,2021-06-16 06:36:00,,False,,0.24073948404543177,,,
8adce736-c7ad-4371-801c-7ed045f622a9,c275631f-5e38-4fc4-bc08-2afae5d72b4e,CLM-00003151,accident,1568.22,2021-06-01,"Rear-ended at traffic light, significant damage to rear bumper and trunk",1,pending,2021-06-16 17:39:00,,False,,0.11569150559779254,,,
340f8185-dc1b-4589-8f0d-a8563dbbe5ef,daee2818-918c-4c1b-bc6f-5e1a1e0c0890,CLM-00002170,medical,8687.58,2021-04-20,"Treatment for broken arm from fall, includes X-rays and casting",1,approved,2021-06-16 22:14:00,2021-06-24 22:14:00,True,exaggerated,0.8454276602851909,approved,,8253.21
67a9f7b0-db2e-4e50-9d94-edddb0c098f8,5db5ccc8-495e-4f95-9971-a755dbddb5be,CLM-00004656,accident,2403.31,2021-06-07,"Side-swiped while changing lanes on highway, damage to passenger side doors",2,approved,2021-06-17 07:52:00,2021-06-28 07:52:00,False,,0.0058699134119375995,approved,,2283.14
1ce926dd-37a6-4268-aed4-875f61d5c3cf,daee2818-918c-4c1b-bc6f-5e1a1e0c0890,CLM-00002176,medical,974.67,2021-06-04,Physical therapy sessions for lower back injury,1,under_review,2021-06-17 08:45:00,2021-06-25 08:45:00,False,,0.1499897007638083,under_review,,
256a2c1d-83aa-4c4f-a9ea-e8e902f22bf4,03bb16b5-e678-4730-9bac-a9eb9179db8a,CLM-00008629,theft,1584.14,2021-04-24,"Jewelry stolen during vacation, police report filed",5,approved,2021-06-19 06:45:00,2021-06-25 06:45:00,False,,0.07489624281378801,approved,,1504.94
91ddf9ab-c427-4a86-9ae0-033a29243211,a6969eb8-9fe5-4314-a05b-b9358f8c2617,CLM-00009631,medical,1561.56,2021-05-18,"Treatment for broken arm from fall, includes X-rays and casting",5,approved,2021-06-20 12:33:00,2021-07-01 12:33:00,False,,0.10682317445402803,approved,,1483.48
b7ec1bdb-32d6-4cbe-8661-ca1a129a9baf,142222c7-c23b-4a65-a1aa-bd6075993bc9,CLM-00004861,accident,1946.96,2021-04-25,"Side-swiped while changing lanes on highway, damage to passenger side doors",5,pending,2021-06-21 11:11:00,,False,,0.1789465207188468,,,
4859f029-9571-4b79-980d-2e822fa0d1b1,9351459f-f228-4774-894b-51622943dede,CLM-00006038,theft,487.58,2021-05-27,"Catalytic converter stolen from vehicle, requires replacement",5,approved,2021-06-22 06:50:00,2021-07-06 06:50:00,False,,0.14028884896977356,approved,,463.2
ce3c3114-c1eb-408b-aa54-58903f3007da,bfff896b-499b-4c23-a5d2-c1628a1db8c6,CLM-00001608,other,323.88,2021-05-13,Lost personal items during travel,2,pending,2021-06-22 12:37:00,,False,,0.16449767214785446,,,
9d6176c7-6f8b-4ece-bc7f-8afcf11c82fa,14eb21cc-4789-48e9-88fd-c057020d78ed,CLM-00002126,medical,947.8,2021-05-13,"Hospitalization for severe pneumonia, 3-day stay [Requires additional verification and documentation]",3,pending,2021-06-22 13:51:00,,True,exaggerated,0.8746207020614356,,,
8389d589-cbe9-4ea5-8b24-6c62d57bc712,f1064aec-282f-4820-b6c3-69aa9d087a74,CLM-00002131,theft,423.59,2021-05-26,"Jewelry stolen during vacation, police report filed",3,approved,2021-06-22 18:07:00,2021-06-28 18:07:00,False,,0.2232666408959038,approved,,402.41
